emp_no,first_name,last_name,title,from_date
215459,Krisda,Staudhammer,Senior Staff,1995-07-05
215467,Xinyu,Capobianchi,Staff,1996-09-28
215468,Karsten,Awdeh,Senior Staff,1986-03-19
215471,Nechama,Dehkordi,Senior Engineer,1990-02-25
215480,Guther,Perly,Senior Engineer,1996-04-19
215482,Samphel,Peac,Senior Staff,1993-02-05
215483,Tayeb,Schieder,Staff,1999-05-19
215485,Arra,Schusler,Engineer,1988-08-22
215499,Boriana,Cherinka,Senior Engineer,1994-05-04
215502,Satoru,Gladwell,Staff,1986-09-18
215507,Kwangho,Hardjono,Engineer,1987-05-10
215511,Jaroslava,Waterhouse,Senior Engineer,2000-10-03
215513,Sigeru,Litzkow,Staff,1996-05-01
215523,Feixiong,Emmerich,Staff,1997-08-04
215549,Mara,Georgatos,Senior Staff,1994-07-27
215567,Gennady,Bernick,Senior Staff,1998-06-30
215575,Tran,Hofting,Senior Engineer,1993-10-02
215576,Takushi,Anger,Senior Staff,1995-02-01
215586,Honesty,Tibblin,Senior Staff,1996-10-29
215610,Ute,Kawashima,Senior Staff,1992-10-08
215616,Sachar,Aloisi,Technique Leader,1987-09-30
215620,Aiichiro,Baik,Senior Engineer,1993-08-02
215626,Murthy,Schusler,Senior Engineer,1997-05-07
215643,Nidapan,Staelin,Senior Engineer,2001-07-12
215648,Jeanna,Jahnichen,Senior Engineer,1994-06-24
215654,Zvonko,Jakobus,Senior Engineer,1995-03-10
215656,Shawna,Sankaranarayanan,Senior Staff,1993-10-25
215664,Aleksandar,Verhoeff,Senior Staff,1986-08-19
215680,Lokesh,Billingsley,Engineer,1997-08-24
215685,Filipe,Nooteboom,Senior Engineer,1985-06-22
215693,Hidefumi,Emmart,Technique Leader,1988-11-08
215695,Jasminko,Wendorf,Technique Leader,1987-10-22
215696,Nigel,Iisaka,Senior Staff,1995-12-29
215697,Tooru,Bardell,Technique Leader,1985-07-22
215713,Radhakrishnan,Engberts,Senior Staff,1995-07-15
215718,Weiwu,Luan,Senior Staff,1998-06-26
215726,Khosrow,Michaels,Senior Staff,1987-08-08
215728,Harjit,Choobineh,Senior Staff,1993-03-31
215730,Amalendu,Peek,Senior Engineer,1987-02-18
215731,Xiping,Emmerich,Senior Engineer,1989-12-21
215733,Falguni,Krybus,Senior Engineer,1992-10-07
215734,Gina,Bahi,Technique Leader,1986-04-30
215739,Masaki,Scallan,Senior Engineer,1992-12-27
215741,Haldon,Melski,Engineer,1987-01-09
215745,Lidong,Suppi,Senior Staff,1994-02-11
215747,Fan,Czap,Senior Engineer,1997-04-02
215776,Adas,Ashish,Senior Engineer,1993-03-10
215783,Sverrir,Prochazka,Senior Staff,1994-02-26
215785,Zita,Tetzlaff,Senior Staff,1994-11-28
215801,Alejandra,Underwood,Senior Engineer,1993-08-22
215826,Vasilii,Swick,Senior Engineer,1987-08-23
215829,Boaz,Jumpertz,Senior Engineer,1994-10-20
215831,Halsur,Ferriere,Senior Engineer,1993-08-21
215848,Arnd,Chenoweth,Senior Staff,1992-09-04
215855,Fan,Snedden,Senior Engineer,1988-10-16
215864,Mihalis,Detkin,Staff,1995-04-18
215871,Naraig,Lores,Senior Engineer,1992-08-16
215889,Toshiko,Akiyama,Assistant Engineer,1988-12-12
215890,Denis,Kroon,Senior Engineer,1993-05-20
215900,Yoshimitsu,Chvatal,Senior Engineer,1994-11-19
215917,Mohua,Valette,Senior Engineer,1995-07-20
215924,Bojan,Rotem,Senior Staff,1992-10-16
215935,Chikako,Anger,Engineer,1999-01-26
215941,Atilio,Herber,Technique Leader,1985-07-03
215946,Josyula,Barbanera,Senior Engineer,1996-04-28
215947,Eran,Billawala,Senior Engineer,1996-05-30
215950,Baoqiu,Kusakari,Engineer,1999-07-23
215960,Elvia,Chelton,Engineer,1998-12-13
215963,Luigi,Chinen,Staff,1996-10-03
215966,Kayoko,Angot,Senior Engineer,1999-09-25
215974,Shay,Karlin,Senior Staff,1996-06-02
215980,Dipayan,Irland,Senior Engineer,1990-10-12
215989,Kersti,Hofting,Senior Engineer,1994-11-11
216016,Zhonghui,Schwaller,Senior Engineer,1992-02-06
216020,Taiji,Gurbaxani,Senior Engineer,1992-08-14
216028,Guadalupe,Hofmeyr,Senior Engineer,1994-05-29
216032,Alain,Senzako,Senior Engineer,1991-04-12
216034,Marit,Pollacia,Senior Engineer,1996-06-27
216035,Margareta,Krider,Engineer,1988-12-20
216038,Nahla,Alameldin,Senior Engineer,1995-07-18
216047,Gil,Cooke,Senior Engineer,1989-10-05
216055,Dante,Manderick,Engineer,1999-09-13
216066,Eirik,Tibblin,Engineer,1996-11-03
216071,Guadalupe,Edelhoff,Senior Engineer,1987-06-03
216075,Nimmagadda,Kranzdorf,Senior Staff,1998-09-26
216080,Ymte,Scharstein,Staff,1993-06-14
216092,Mohua,Ermel,Senior Engineer,1991-06-29
216102,Baziley,Vingron,Senior Staff,2002-02-05
216116,Yuuichi,Petersohn,Senior Staff,1985-09-06
216127,Steve,Farrag,Technique Leader,1991-01-10
216128,Syozo,Schneeberger,Senior Engineer,1986-08-07
216131,Paloma,Schaft,Senior Staff,1994-08-07
216132,Hironoby,Rodiger,Senior Staff,1996-05-11
216138,Giordano,Shanbhogue,Senior Engineer,2002-04-13
216143,Jacopo,Iisaka,Staff,1988-12-29
216153,Masato,Boguraev,Senior Engineer,1994-08-24
216160,Nathan,Kusakari,Engineer,1998-07-26
216176,Florian,Calkin,Senior Engineer,1992-12-28
216177,Nagui,Mattern,Senior Engineer,1996-04-13
216180,Kristin,Ranka,Technique Leader,1986-07-04
216181,Susuma,Biran,Senior Staff,1993-12-26
216186,Kazuhito,Schaar,Technique Leader,1987-08-07
216191,Yuuichi,Bernick,Technique Leader,1996-08-30
216193,Arne,Rosen,Staff,1999-02-20
216223,Zhilian,Koshino,Staff,1988-09-14
216230,Adib,Kabayashi,Technique Leader,1997-03-19
216233,Sushant,Crooks,Senior Engineer,2000-03-11
216238,Weijing,Leppanen,Senior Engineer,2001-04-14
216244,Hilari,Wursthorn,Senior Staff,1999-09-30
216250,Jaana,Zweizig,Senior Staff,1998-06-05
216263,Sushant,Iisaku,Senior Staff,1993-06-20
216270,Jeong,Kohling,Technique Leader,1985-05-26
216275,Shirish,Einsfeld,Senior Engineer,1996-12-02
216284,Maris,Vigier,Senior Engineer,1988-11-23
216291,Patricia,Kuszyk,Senior Engineer,1995-04-25
216294,Keiichiro,Kalefeld,Senior Staff,1992-02-23
216295,Kerhong,Siegrist,Staff,1995-10-13
216301,Yannis,Kilgour,Senior Staff,2001-04-04
216318,Guozhong,Maierhofer,Engineer,1998-09-25
216321,Masami,Lores,Senior Staff,1987-09-05
216326,Pantung,Zizka,Senior Staff,1994-01-14
216327,Morris,Heuter,Senior Engineer,1996-05-09
216348,Gro,Ernst,Senior Engineer,1991-04-14
216354,Nishit,Argence,Senior Engineer,1998-04-06
216367,Kwangjo,Marchesini,Engineer,1991-05-17
216389,Garnik,Naudin,Engineer,1999-11-27
216390,Sergi,Keustermans,Technique Leader,1999-03-23
216392,Ziyad,Baer,Senior Staff,1988-11-30
216393,Masami,Hockney,Senior Staff,1997-04-11
216395,Sakthirel,Ohori,Senior Staff,1990-03-18
216397,Feixiong,Brodal,Senior Staff,1990-10-11
216415,Gererd,Vadhan,Engineer,1994-06-22
216418,Lech,Strehl,Assistant Engineer,1988-07-15
216422,Manibrata,Crooks,Senior Engineer,1990-12-16
216423,Boaz,Lorcy,Senior Engineer,1994-05-02
216440,Arve,Miyakawa,Engineer,1994-11-11
216443,Troy,Pero,Senior Engineer,1985-11-10
216447,Nectarios,Stentiford,Engineer,1993-07-23
216449,Radhika,Billingsley,Senior Engineer,1995-07-05
216452,Odinaldo,Raney,Engineer,1985-06-27
216460,Tetsushi,Gerteisen,Senior Engineer,1989-07-13
216468,Gila,Cronan,Engineer,1999-06-29
216474,Kristian,Swist,Senior Engineer,1996-01-20
216496,Holgard,Shihab,Senior Engineer,2001-08-10
216500,Angus,Eldridge,Senior Engineer,1991-02-01
216503,Martial,Kaiserswerth,Engineer,1988-06-30
216530,Jiann,Marrakchi,Senior Staff,1998-04-25
216532,Dung,Merli,Senior Engineer,1992-07-23
216539,Gita,Lieberherr,Senior Engineer,1995-12-31
216545,Sorina,Danley,Engineer,1994-04-01
216549,Menkae,Raney,Senior Staff,1998-06-13
216554,Ewing,Litzler,Senior Engineer,1986-02-05
216559,Munir,Heinisuo,Senior Staff,1992-09-03
216562,Mikhail,Jansen,Engineer,1996-10-27
216578,Koichi,Plesums,Engineer,1998-11-17
216580,Susuma,Facello,Senior Staff,1987-01-02
216583,Shir,Dehkordi,Staff,1994-04-19
216599,Marsja,Pettey,Senior Staff,1996-12-13
216602,Stamatina,Peron,Senior Staff,2000-04-05
216615,Yechiam,Busillo,Senior Engineer,1997-10-12
216619,Ulises,Reistad,Staff,1997-12-01
216641,Florian,Ginneken,Senior Engineer,1996-02-20
216642,Kazuhiko,Mondadori,Senior Staff,1993-08-17
216643,Luisa,Camurati,Senior Engineer,1997-05-05
216658,Bogdan,Scallan,Senior Staff,1994-08-26
216659,Munehiko,Carrera,Senior Staff,1992-08-01
216660,Luerbio,Clemencon,Senior Staff,1991-03-16
216668,Kellie,Rodite,Senior Staff,2001-05-17
216670,Sreenivas,Paludetto,Senior Staff,1991-01-04
216674,Theron,Pehl,Senior Engineer,1995-03-28
216678,Khatoun,Laurillard,Senior Staff,1998-09-21
216683,Mayuko,Rattan,Senior Staff,2001-02-05
216684,Sugwoo,Wendorf,Senior Staff,1997-04-20
216689,Remmert,Zaumen,Senior Engineer,1993-09-29
216703,Visit,Zolotykh,Senior Engineer,1994-05-04
216720,Xinan,Etalle,Senior Engineer,1995-03-14
216722,Leen,Sudbeck,Senior Engineer,1990-05-01
216730,Mamdouh,Assaf,Senior Staff,1992-02-02
216734,Yakkov,Swist,Senior Engineer,1994-05-02
216748,Salvador,Jervis,Senior Staff,1992-07-28
216750,Charmane,Farris,Engineer,1998-02-03
216778,Yunming,Wegerle,Senior Staff,1987-01-21
216789,Eben,Ghemri,Engineer,1997-11-07
216798,Rimon,Nitsch,Senior Staff,1987-11-15
216801,Heon,Vasanthakumar,Senior Staff,1996-08-31
216809,Moni,Winter,Senior Staff,1994-07-08
216813,Atreye,Lorys,Senior Staff,1994-11-19
216854,Kirk,Reeker,Senior Engineer,1994-11-03
216860,Akeel,Monkewich,Senior Engineer,2001-01-11
216885,Fumiya,Leuchs,Senior Engineer,1994-06-04
216893,Abdulah,Gill,Engineer,1999-05-24
216896,Suebskul,Pelc,Engineer,1997-05-06
216904,Khosrow,Leivant,Engineer,1998-06-13
216927,Susumu,Welham,Senior Staff,1985-12-12
216934,Nagui,Krzyzanowski,Senior Engineer,1993-07-21
216947,Utz,Vernadat,Engineer,1996-10-11
216959,Shimshon,Reistad,Senior Staff,1999-06-14
216965,Badri,Birke,Senior Staff,2002-04-30
216975,Branimir,Salverda,Senior Engineer,1990-03-21
216978,Changho,Kavraki,Staff,1993-09-17
216984,Maya,Swen,Senior Staff,1986-11-21
216988,Abdulla,Hempstead,Senior Engineer,1987-09-17
216996,Gift,Jansen,Senior Engineer,1998-05-18
217008,Mokhtar,Makinen,Staff,1998-05-23
217023,Shay,Pleszkun,Staff,1986-12-30
217024,Valdiodio,Peternell,Engineer,1997-01-24
217062,Candido,Cappello,Senior Engineer,1995-06-28
217070,Aksel,Gargeya,Senior Staff,1994-04-24
217078,Parviz,Huhdanpaa,Staff,1997-06-08
217081,Mamdouh,Buescher,Senior Engineer,1997-09-26
217099,Jolita,Cyne,Senior Staff,1986-09-23
217105,Khedija,Soloway,Senior Staff,1997-01-03
217106,Yuping,Cannane,Senior Engineer,1987-11-23
217107,Doowon,Auria,Engineer,1999-12-04
217109,Arra,Ossenbruggen,Senior Engineer,1995-06-11
217118,Goncalo,Seiwald,Senior Staff,1995-02-17
217125,Tuval,Maliniak,Staff,1996-01-12
217135,Boalin,Thummel,Assistant Engineer,1999-12-27
217139,Shaowen,Driscoll,Senior Staff,1994-06-13
217142,Shir,Kaminger,Senior Engineer,1993-04-25
217144,Aris,Picht,Senior Engineer,1997-04-26
217154,Fuqing,Mondadori,Staff,1989-07-25
217156,Shaowen,Mansanne,Senior Staff,1998-05-06
217158,Yonghoan,Turnbull,Engineer,1985-05-22
217163,Mohua,Schaap,Senior Engineer,1999-07-05
217168,Mahmut,Heystek,Senior Engineer,1994-02-27
217173,Torsten,Krichel,Senior Staff,1992-04-17
217179,Kerhong,Khasidashvili,Senior Engineer,1986-08-06
217187,Duri,Hedayat,Senior Engineer,1996-02-14
217188,Leszek,Bach,Senior Staff,1991-07-28
217194,Goetz,Junot,Senior Staff,1999-06-08
217198,Luigi,Chinen,Senior Staff,1997-07-21
217199,Miomir,Saoudi,Senior Staff,1995-06-30
217200,Xinyu,Hutter,Senior Engineer,1999-01-24
217201,Serif,Papadias,Senior Staff,1993-01-27
217208,Dante,Zaccaria,Technique Leader,1989-05-12
217231,Zhensheng,Maquelin,Assistant Engineer,1986-09-11
217259,Mohua,Bratten,Engineer,1998-01-31
217265,Shimshon,Glinert,Senior Staff,1995-01-24
217276,Billur,Schapire,Senior Engineer,1992-11-13
217283,Khosrow,Falco,Technique Leader,1988-06-19
217284,Kristina,Vesel,Staff,1993-11-10
217299,Martins,Gill,Senior Engineer,1999-05-08
217312,Zorica,Rodham,Senior Engineer,2001-10-08
217315,Garnik,Neimat,Senior Engineer,1994-01-11
217319,Uzi,Makrucki,Senior Staff,2001-05-20
217322,Pascal,Munro,Senior Engineer,1990-09-29
217332,Jahangir,Olivero,Senior Staff,1988-05-04
217336,Jungsoon,Usdin,Senior Staff,1988-04-09
217342,Paris,Perng,Senior Staff,1996-10-25
217347,Mechthild,Perri,Engineer,1998-12-14
217349,Atreyi,Zeleznik,Senior Staff,1997-03-01
217350,Bernardo,Bauknecht,Senior Staff,1993-12-02
217377,Zhaofang,Gecsei,Senior Engineer,1992-02-25
217385,Sadun,Smailagic,Senior Staff,2001-06-26
217386,Uzi,Dengi,Senior Engineer,1996-04-21
217393,Baocai,Cronau,Engineer,1995-10-07
217396,Soenke,Flowers,Senior Engineer,1992-09-19
217404,Troy,Candan,Staff,1986-07-19
217418,Nikolaos,Puppo,Senior Engineer,1987-02-22
217434,Kwun,Unno,Senior Engineer,1996-06-09
217451,Sanjoy,Giarratana,Senior Staff,2002-04-30
217453,Goo,Ishibashi,Senior Engineer,1993-09-10
217471,Josyula,Coors,Senior Engineer,1993-09-27
217484,Subhrajyoti,Nivat,Senior Engineer,2001-10-24
217497,Karsten,Monarch,Senior Engineer,1995-12-03
217509,Saeed,Beutelspacher,Senior Engineer,1996-08-11
217523,Abdulla,Zolotykh,Senior Engineer,1992-03-05
217528,Inderjeet,Lalonde,Engineer,1998-05-23
217534,Emran,Guting,Senior Engineer,1994-12-27
217540,Goncalo,Zschoche,Engineer,1985-06-30
217549,Mitchel,Serna,Senior Staff,1993-03-17
217554,Rosli,Biran,Senior Staff,1996-07-06
217558,Oldrich,Bugaenko,Senior Engineer,1992-10-20
217559,Taizo,Cappelli,Staff,1999-08-16
217560,Xianlong,Farrag,Engineer,1994-04-28
217561,Kiyotoshi,Ananiadou,Senior Staff,1992-11-25
217564,Marie,Schnabel,Staff,1996-10-05
217565,Fai,Lorin,Senior Staff,1997-05-15
217574,Roded,Gelosh,Senior Staff,1998-01-12
217598,Piyawadee,Przulj,Senior Engineer,2000-03-10
217606,Khalid,Luit,Technique Leader,1990-07-08
217614,Jianhao,Plavsic,Engineer,1987-09-21
217624,Guadalupe,Rajaraman,Senior Staff,1985-03-13
217642,Nectarios,Lieberherr,Engineer,1996-02-08
217643,Guangming,Oxman,Senior Staff,1992-03-30
217649,Lidong,Potthoff,Senior Staff,1988-04-10
217653,Jackson,Awdeh,Senior Staff,1992-07-17
217661,Chenxi,Janetzko,Staff,1999-08-18
217662,Marla,Parveen,Senior Engineer,1999-01-06
217677,Nikolaos,Jeong,Staff,1990-11-18
217687,Georg,Schwabacher,Senior Engineer,1987-07-09
217699,Khue,Vesna,Engineer,1998-07-11
217714,Sajjad,Coors,Senior Staff,1991-07-11
217734,Tayeb,Eldridge,Staff,1999-06-20
217746,Shih,Pelc,Senior Staff,1988-01-26
217753,Maria,Birge,Engineer,1995-12-12
217756,Mahmut,Kobara,Senior Engineer,1994-05-03
217764,Ingmar,Massonet,Engineer,1999-10-18
217768,Bikash,Merro,Senior Engineer,1997-11-12
217775,Becky,Pusterhofer,Engineer,1996-02-17
217780,Irene,Schreiter,Staff,1988-01-11
217792,Radhia,Gaughan,Staff,1987-08-05
217813,Seongbin,Linnainmaa,Technique Leader,1992-06-27
217820,Beshir,Crabtree,Senior Engineer,1991-04-05
217824,Tomofumi,Ranai,Senior Staff,1995-12-24
217833,DAIDA,Delgrossi,Senior Staff,1997-03-25
217844,Hideo,Munch,Technique Leader,1987-06-11
217845,Deborah,Matheson,Technique Leader,1985-04-24
217856,Toshimi,Gimarc,Senior Staff,1993-09-13
217870,JoAnna,Simmel,Senior Engineer,1999-06-08
217873,Gro,Uchoa,Senior Engineer,1995-08-07
217876,Leah,Kossowski,Engineer,2000-11-04
217879,Dmitry,Manders,Senior Staff,1991-08-10
217888,Parke,Speer,Senior Staff,1994-04-20
217914,Ohad,Yamaashi,Senior Engineer,1995-10-31
217919,Dmitri,Azulay,Senior Engineer,1999-10-23
217928,Yishay,Showalter,Senior Engineer,2001-04-11
217938,Jeanna,Scharstein,Staff,1992-06-20
217939,Constantine,Masada,Senior Engineer,1996-11-16
217945,Shmuel,Georg,Senior Staff,1986-11-30
217955,Marit,Cairo,Senior Engineer,1994-06-22
217961,Makato,Fortenbacher,Technique Leader,1996-04-03
217963,Vojin,Badache,Senior Staff,1996-03-20
217967,Candido,Merli,Senior Staff,1996-09-27
217969,Irena,Hardjono,Senior Staff,1994-12-29
217970,Frazer,Escriba,Senior Staff,1993-12-02
217973,Geoffry,Underwood,Senior Engineer,1992-05-26
217977,Shahaf,Eldridge,Engineer,1999-08-23
217978,Moty,Molenkamp,Engineer,1991-07-02
217986,Aiichiro,Auria,Senior Engineer,1994-07-28
217987,Etsuo,Maquelin,Senior Engineer,1986-05-03
217991,Kenton,Reinhard,Staff,1996-06-08
217998,Dipankar,Murthy,Senior Engineer,2000-08-14
218006,Ger,Colorni,Staff,1989-08-24
218029,Vivian,Lortz,Senior Staff,1991-07-17
218044,Maia,Veevers,Senior Staff,1996-03-19
218048,Michaela,Kaiserswerth,Staff,1996-06-17
218051,Seongbin,Czap,Staff,1997-10-16
218061,Adas,Rusterholz,Senior Engineer,1994-12-04
218083,Ashish,Cannata,Senior Staff,1997-12-26
218098,Shietung,Conia,Senior Staff,1992-04-09
218119,Giri,Mahmud,Staff,2000-01-01
218128,Saeed,Bierbaum,Engineer,1996-11-20
218138,Kazunori,Malabarba,Senior Engineer,1997-04-09
218153,Zine,Legleitner,Senior Staff,1988-10-01
218156,Breannda,DuBourdieux,Staff,1993-12-24
218158,Goh,Siksek,Staff,1993-11-11
218167,Diederik,Fargier,Senior Staff,1995-09-09
218178,JiYoung,Brickell,Senior Engineer,1997-08-21
218183,Zsolt,Papastamatiou,Senior Staff,1986-05-11
218189,Vishv,Rindone,Engineer,1998-08-23
218192,Mandell,Paludetto,Senior Engineer,1999-12-04
218195,Niteen,Poujol,Engineer,1996-11-23
218200,Martien,Szilard,Senior Engineer,2001-12-26
218201,Harjit,Ashish,Senior Staff,1993-06-03
218210,Kinh,Nitto,Senior Staff,1988-01-31
218212,Navin,Cheshire,Staff,1995-07-21
218214,Tonia,Montresor,Senior Engineer,1993-05-24
218215,Subhrajyoti,Pargaonkar,Senior Engineer,1996-11-30
218217,Wuxu,Bernick,Senior Staff,1994-03-20
218228,Francesca,Auyong,Senior Staff,1992-11-26
218247,Wojceich,Navazio,Senior Staff,1993-03-14
218254,Susanna,Eugenio,Senior Staff,1991-06-28
218264,Kenton,Uludag,Senior Engineer,1994-03-12
218267,Dzung,Terekhov,Senior Engineer,2002-01-23
218268,Hideo,Schmittgen,Engineer,1989-04-17
218272,Gay,Boreale,Senior Staff,1993-08-25
218275,Mayuri,Furudate,Senior Engineer,1990-10-07
218276,Youjian,Ranze,Senior Staff,1992-03-02
218280,Olivera,Gist,Senior Engineer,1997-07-15
218291,Martine,Kalloufi,Senior Staff,1999-03-13
218303,Oscal,Thorensen,Senior Staff,1990-12-06
218319,Kitty,Speer,Senior Staff,1997-09-03
218323,Marsha,Grospietsch,Senior Engineer,1987-08-24
218358,Takushi,Picel,Technique Leader,1991-11-24
218408,Alair,McClurg,Senior Engineer,1995-09-13
218414,Shay,Basagni,Senior Engineer,1993-10-18
218415,Arto,Farris,Senior Engineer,1986-06-24
218417,Moto,Aamodt,Senior Engineer,1992-01-29
218423,Arlette,Munro,Senior Engineer,2000-10-23
218432,Eran,Pettit,Senior Staff,1992-02-28
218435,Sanjiv,Mayerwieser,Senior Engineer,1991-08-02
218439,Amstein,Jonsson,Senior Staff,1996-04-23
218441,Yechezkel,Lundstrom,Senior Engineer,1991-02-18
218442,Hausi,Neiman,Senior Engineer,2001-07-14
218445,Duro,Schaar,Senior Engineer,1997-11-17
218452,Flemming,Thisen,Senior Engineer,1994-03-01
218459,Xiaoqiu,Casley,Senior Engineer,1995-09-12
218466,Bernt,Kadhim,Senior Engineer,1998-12-23
218475,Doowon,Ranst,Engineer,1995-03-24
218477,Vishwani,Kornatzky,Senior Staff,1998-11-27
218491,Kannan,Baez,Senior Staff,1993-12-06
218494,Ronghao,Bultermann,Senior Engineer,1996-08-29
218497,Toshimo,Boyle,Senior Engineer,1992-06-24
218503,Urs,Berztiss,Senior Engineer,1991-09-10
218504,Adil,Shobatake,Senior Staff,1997-06-09
218522,Ulises,Verhaegen,Senior Staff,2002-03-14
218528,Heeju,Matzat,Senior Engineer,1991-05-18
218535,Yurij,Pleszkun,Senior Staff,1999-09-27
218538,Khalid,Mundy,Engineer,1988-09-02
218540,Nathalie,Trelles,Senior Engineer,1987-08-11
218560,Charmane,Ramamoorthy,Senior Staff,1993-01-19
218561,Shaz,Gargeya,Assistant Engineer,1991-04-16
218562,Arvin,Furudate,Senior Engineer,1985-10-29
218565,Shunichi,Servi,Senior Engineer,1996-05-30
218574,Shiv,Sessa,Engineer,1997-03-23
218580,Kwee,Speek,Engineer,2000-01-23
218583,Ulises,Baumann,Senior Staff,1986-10-22
218592,Shalesh,McDermid,Senior Staff,2002-04-06
218593,Arunas,Lamba,Engineer,1999-04-08
218595,Murthy,Brodal,Senior Engineer,1995-09-07
218598,Kristen,Mandell,Senior Engineer,1999-06-23
218603,Satyanarayana,Plotkin,Assistant Engineer,1998-02-03
218605,Horward,Radivojevic,Senior Staff,1994-11-03
218608,Udi,McClurg,Senior Engineer,1985-06-09
218611,Shih,Wallrath,Senior Engineer,2001-03-19
218616,Haldon,Montemayor,Staff,1988-07-26
218619,Theirry,Unni,Staff,1999-10-11
218629,Ingmar,Perry,Senior Engineer,1993-03-03
218631,Feixiong,Zhiwei,Senior Engineer,1987-01-02
218634,Mori,Zobel,Staff,1990-11-05
218653,Abdulla,Siochi,Senior Staff,1988-09-26
218654,Bedrich,Srimani,Staff,1985-09-20
218655,Kiyotoshi,Lakshmanan,Engineer,1998-02-10
218656,Valeska,Simmel,Staff,1994-09-23
218661,Haldon,Nitta,Senior Staff,1987-11-07
218665,Ibibia,Schmiedel,Senior Engineer,1986-02-13
218674,Toshiko,Lipner,Senior Staff,1999-01-08
218675,Yoshimitsu,Taubenfeld,Senior Engineer,1998-01-08
218676,Shichao,Kowalchuk,Senior Engineer,1986-09-12
218682,Elrique,Delgrande,Senior Staff,1995-10-11
218685,Sarita,Yavatkar,Technique Leader,1986-01-30
218691,Marsha,Simmen,Senior Engineer,1997-10-23
218693,Sanjiv,Pashtan,Senior Staff,1993-09-04
218694,Giri,Honglei,Senior Staff,1996-09-04
218700,Uri,Diderrich,Engineer,1993-12-08
218710,Chikako,Callaway,Engineer,1999-05-03
218713,Akeel,Glowinski,Senior Engineer,1994-08-17
218714,Tsuneo,Karlin,Staff,1985-02-20
218717,Ayonca,Werthner,Senior Staff,1985-12-16
218722,Becky,Zirintsis,Senior Engineer,1995-04-20
218724,Sanjai,Panangaden,Senior Staff,1995-03-23
218725,Genevieve,Hatcliff,Senior Staff,2000-01-08
218731,Youjian,Diderrich,Senior Staff,1985-04-23
218732,Odoardo,Suessmith,Senior Staff,1994-08-22
218736,Lech,Casley,Engineer,1992-06-07
218739,Dannz,Vadhan,Senior Staff,1993-08-23
218740,Lech,Linnainmaa,Staff,1985-02-04
218741,Hyuncheol,Bonifati,Staff,1988-10-26
218755,Zengping,Usery,Senior Engineer,1998-12-29
218758,Mariangiola,Krichel,Senior Engineer,2001-10-15
218763,Tesuro,Danecki,Senior Staff,1991-03-27
218766,Janalee,Ozery,Senior Engineer,1994-08-24
218768,Yurij,Gaughan,Senior Engineer,1999-11-27
218783,Keiichiro,Polupanov,Senior Staff,1993-04-05
218796,Elzbieta,Thiria,Senior Engineer,1991-03-21
218812,Rildo,Seuren,Senior Staff,1993-04-08
218825,Shaowen,Kropatsch,Senior Engineer,1996-05-05
218828,Indrajit,Weiland,Engineer,1994-01-14
218840,Insup,Bennis,Senior Staff,2001-08-27
218842,Bedrich,Sinicrope,Senior Staff,1994-11-23
218855,Elvia,Bratsberg,Staff,1999-12-28
